address,city,state,zipCode,endecaId,isPaid,geoCode,isCurrentSpotlight,lastUpdate,listingId,listingType,listingPriceHigh,listingPriceLow,listingBedHigh,listingBedLow,listingBathHigh,listingBathLow,halfBaths,unitSqFt,listingSeoPath,desktopPhone,mPhone,nearbyListings,neighborhoods,noVacancy,photos,propertyName,propertyLabel,propertyType,recommendedListings,revenue,tplSource,mgtCoName,hasagHdTour,hasHdTour,hasHdVideo,hasUGVideos,aggregates.prices.low,aggregates.prices.high,aggregates.beds.low,aggregates.beds.high,aggregates.baths.low,aggregates.baths.high,aggregates.totalAvailable
3610 Dillon St,Baltimore,MD,21224,100034381,True,"39.2817,-76.5662",False,,100034381,Apartments,99999,1650,2,1,2,1,0,[964],Apartments/Maryland/Baltimore/100034381,4433187811,,"['100021409', '7895', '100017580', '36527', '100034689']",['Brewers Hill'],,"[{'path': 'imgr/47219d073e52b788ddcbf9094ed05c99/', 'caption': None}]",,The National Apartments,,"['12054', '45444', '100025887', '10834', '11819']",11.32,APTGUIDE,3610 Management Group LLC,False,False,False,False,1650,99999,1,2,1,2,
1101 5 Ramblewood Rd,Baltimore,MD,21239,11895,True,"39.36,-76.5973",False,,11895,Apartments,99999,880,3,1,1,1,0,[963],Apartments/Maryland/Baltimore/11895,4436811225,,"['7813', '18416', '100010735', '16950', '7926']","['Glen Oaks', 'Northern Baltimore']",,"[{'path': 'imgr/bfe69198e5eb60d3891687313e9cebc0/', 'caption': 'Renovated Kitchen'}]",,Yorkewood Apartments,,"['43292', '7837', '100027486', '176002', '100036889']",0.71,APTGUIDE,The Time Group,False,False,True,False,880,99999,1,3,1,1,
6306 Holly Lane,Baltimore,MD,21212,10762,True,"39.3729,-76.6059",False,,10762,Apartments,930,900,2,2,1,1,0,[720],Apartments/Maryland/Baltimore/10762,4438981375,,"['11895', '7813', '18416', '7891', '100010735']","['Lake Walker', 'Northern Baltimore']",,"[{'path': 'imgr/afd8a159cff06a14672f67ff112eba4b/', 'caption': None}]",,Drumcastle Apartments,,"['185454', '14917', '16950', '169142', '18559']",no_value_available,APTGUIDE,"Kenilworth Equities, Ltd",True,False,True,False,900,930,2,2,1,1,
5305 Moravia Rd,Baltimore,MD,21206,7845,True,"39.3227,-76.5489",False,,7845,Apartments,99999,654,3,0,1,1,0,[956],Apartments/Maryland/Baltimore/7845,4438937290,,"['7842', '28510', '176002', '100032419', '7765']","['Northeastern Baltimore', 'Parkside']",,"[{'path': 'imgr/380e880bfcd5d0b1a1e3fa2338c8121b/', 'caption': None}]",,Parkside Gardens Apartments Townhouses,,"['7813', '18416', '13579', '13721', '100021126']",no_value_available,APTGUIDE,"Regional Management, Inc.",True,False,True,False,654,99999,0,3,1,1,
1 Bonrock Ct,Towson,MD,21204,10700,True,"39.4095,-76.6158",False,,10700,Apartments,2058,1010,3,1,2,1,1,[1210],Apartments/Maryland/Towson/10700,4435903539,,"['11731', '155107', '4314', '10689', '87556']",,,"[{'path': 'imgr/9bc0dbd37951a7d5d5d598df1661c389/', 'caption': None}]",,The Colony At Towson Apartments Townhomes,,"['78254', '11572', '11703', '6534', '16270']",4.59,APTGUIDE,The Donaldson Group,True,False,False,False,1010,2058,1,3,1,2,
302 E Joppa Rd,Towson,MD,21286,11572,True,"39.4024,-76.5968",False,,11572,Apartments,1650,975,2,1,2,1,0,[1350],Apartments/Maryland/Towson/11572,4432797311,,"['87556', '78254', '16270', '6534', '6516']",,,"[{'path': 'imgr/eb44566de782968c5afa7dca5d344e38/', 'caption': None}]",,Hampton Plaza Apartments,,"['11703', '10700', '12083', '10813', '30373']",6.4,APTGUIDE,Wallace H Campbell & Company,True,False,True,False,975,1650,1,2,1,2,
913 Southerly Road,Towson,MD,21204,100021227,True,"39.4077,-76.6018",False,,100021227,Apartments,99999,1523,3,1,3,1,0,[1623],Apartments/Maryland/Towson/100021227,4106981915,,"['155107', '86196', '100042453', '78254', '87556']",,,"[{'path': 'imgr/8d63a4a7245443fbf2b4249788bc0bd5/', 'caption': None}]",,Winthrop Apartments,,"['12024', '10689', '11731', '7392', '6584']",17.24,APTGUIDE,Bozzuto Management,False,False,False,False,1523,99999,1,3,1,3,
6042 Barstow Rd,Baltimore,MD,21206,7765,True,"39.3309,-76.5272",False,,7765,Apartments,1399,686,3,1,1,1,0,[1020],Apartments/Maryland/Baltimore/7765,4438981367,,"['28510', '7842', '7845', '100023426', '190694']","['Northeastern Baltimore', 'Cedonia']",,"[{'path': 'imgr/58435993776b853b7146fcd4c722e1fc/', 'caption': None}]",,Gardenvillage Apartments Townhouses,,"['18416', '13579', '7926', '7813', '100021126']",no_value_available,APTGUIDE,"Regional Management, Inc.",False,False,True,False,686,1399,1,3,1,1,
5738 Cedonia Avenue,Baltimore,MD,21206,12220,True,"39.3391,-76.5325",False,,12220,Apartments,99999,860,3,1,1,1,1,[809],Apartments/Maryland/Baltimore/12220,8448424373,,"['7863', '21037', '7765', '13579', '100023426']","['Frankford', 'Northeastern Baltimore']",,"[{'path': 'imgr/3fe3c3a4095dee4fbe345fd1d75bdf9f/', 'caption': None}]",,Kenilworth At Hazelwood Apartments,,"['6530', '40496', '16950', '100036889', '7971']",0.43,APTGUIDE,Continental Realty Corporation,True,False,True,False,860,99999,1,3,1,1,
6410 Walther Ave,Baltimore,MD,21206,18559,True,"39.3561,-76.5418",False,,18559,Apartments,1495,850,3,0,2,1,0,[1890],Apartments/Maryland/Baltimore/18559,4107025465,,"['100023426', '13579', '21037', '12220', '7863']",['Northeastern Baltimore'],,"[{'path': 'imgr/743cd566c5470a0e7d181f2d5d8997e0/', 'caption': None}]",,Fox Crossing Apartments,,"['14917', '6532', '185454', '169142', '4316']",1.62,APTGUIDE,Geller Associates,True,False,True,False,850,1495,0,3,1,2,
8402 Greenway Rd,Towson,MD,21286,30373,True,"39.3905,-76.5655",False,,30373,Apartments,99999,865,3,0,1,1,0,[700],Apartments/Maryland/Towson/30373,4438937564,,"['4316', '6532', '21783', '10750', '20958']",,,"[{'path': 'imgr/150001f02d44276d7c44f609fa4d9b12/', 'caption': None}]",,Loch Raven Village Apartments,,"['11703', '169142', '87556', '11572', '10862']",3.54,APTGUIDE,Tryko Partners,True,False,True,False,865,99999,0,3,1,1,
35 C Mopec Circle,Nottingham,MD,21236,17178,True,"39.3663,-76.5283",False,,17178,Apartments,1765,1290,2,2,1,1,0,[1100],Apartments/Maryland/Nottingham/17178,4434086124,,"['18559', '40496', '12220', '21037', '7863']","['Northeastern Baltimore', 'Taylor Heights']",,"[{'path': 'imgr/3f2fe08b143527a669c36226740be059/', 'caption': None}]",,Taylor Park Apartment Homes,,"['4411', '6574', '6539', '4397', '4306']",20,APTGUIDE,Morgan Properties,False,False,False,False,1290,1765,2,2,1,1,
953 Walnut Grove Rd,Essex,MD,21221,4420,True,"39.2946,-76.4472",False,,4420,Townhouses And Condos,1610,1515,3,3,2,2,1,[1600],Maryland/Essex/4420,4434604088,,"['6524', '169096', '100015587', '10758', '4377']",,,"[{'path': 'imgr/ec793ba296ac144b05611381be376b34/', 'caption': None}]",,Walnut Grove Townhomes Apartments,,"['10865', '13064', '11807', '11814', '12186']",16.32,APTGUIDE,"Apartment Services, Inc.",True,False,True,False,1515,1610,3,3,2,2,
9150 Parkland Road,Parkville,MD,21234,4411,True,"39.4024,-76.5247",False,,4411,Apartments,99999,1080,2,1,1,1,1,[1018],Apartments/Maryland/Parkville/4411,4438937559,,"['6530', '11809', '6574', '40496', '6542']",,,"[{'path': 'imgr/190a4e12f9c76e52305f78d5e3d800cd/', 'caption': None}]",,Skylark Pointe Apartment Homes,,"['17178', '4306', '6539', '10750', '4358']",8.39,APTGUIDE,Morgan Properties,False,False,False,False,1080,99999,1,2,1,1,
386 Attenborough Drive,Rosedale,MD,21237,14755,True,"39.3651,-76.4636",False,,14755,Apartments,99999,1223,3,1,2,1,0,[1115],Apartments/Maryland/Rosedale/14755,4106981016,,"['4358', '11684', '20082', '12186', '6552']",,,"[{'path': 'imgr/8ba3a622661d6a5c6d64581a0fb4838e/', 'caption': None}]",,The Apartments At Cambridge Court,,"['100036261', '173741', '12078', '36527', '21584']",20,APTGUIDE,Westminster Management,True,False,False,False,1223,99999,1,3,1,2,
9901 Langs Road,Middle River,MD,21220,12186,True,"39.3472,-76.4417",False,,12186,Apartments,99999,953,3,1,1,1,0,[980],Apartments/Maryland/Middle-River/12186,4434604091,,"['13064', '11814', '6683', '4358', '10758']",,,"[{'path': 'imgr/f67f688cbe5bee01a236cd3c2be9d945/', 'caption': None}]",,Commons At White Marsh Apartments,,"['20082', '4297', '10591', '11807', '12195']",no_value_available,APTGUIDE,Westminster Management,True,False,True,False,953,99999,1,3,1,1,
1 Durban Court,Baltimore,MD,21236,6552,True,"39.3922,-76.4743",False,,6552,Apartments,3384,1395,3,1,2,1,0,[1200],Apartments/Maryland/Baltimore/6552,4439659800,,"['6542', '11684', '6539', '4306', '4302']",,,"[{'path': 'imgr/cd3a6ad34cb0ee1b4150c7048b318a57/', 'caption': None}]",,Silver Spring Station Apartment Homes,,"['100040163', '6574', '21584', '4397', '17178']",20,APTGUIDE,Morgan Properties,False,False,False,False,1395,3384,1,3,1,2,
1 Lincoln Woods Way,White Marsh,MD,21236,11684,True,"39.3821,-76.4591",False,,11684,Apartments,99999,1235,2,1,2,1,0,[668],Apartments/Maryland/White-Marsh/11684,8448309963,,"['14755', '6552', '4302', '100040163', '4358']",,,"[{'path': 'imgr/54afea9f2667e85e8fbab2ed65df9cf3/', 'caption': None}]",,The Crossings At White Marsh Apartments,,"['4397', '21584', '11044', '6574', '4411']",20,APTGUIDE,Continental Realty Corporation,True,False,True,False,1235,99999,1,2,1,2,
11550 Crossroads Cir,Middle River,MD,21220,173741,True,"39.3553,-76.4108",False,,173741,Apartments,99999,1330,3,1,2,1,0,[721],Apartments/Maryland/Middle-River/173741,4434074180,,"['10591', '12195', '4297', '12186', '13064']",,,"[{'path': 'imgr/b07cbc8e6305d8559a3275c6ffdabaa3/', 'caption': None}]",,Arbors At Baltimore Crossroads Apartments,,"['100036261', '14755', '36527', '15640', '10834']",6.91,APTGUIDE,Bozzuto Management,False,False,False,False,1330,99999,1,3,1,2,
6221 Greenleigh Avenue,Baltimore,MD,21220,100036261,True,"39.3607,-76.402",False,,100036261,Apartments,99999,1249,3,0,2,1,0,[1577],Apartments/Maryland/Baltimore/100036261,4103442317,,"['12195', '10591', '4297', '12186', '13064']",,,"[{'path': 'imgr/4568d0e3eb2eb6c00b891ed20bf9ddf3/', 'caption': None}]",,The Berkleigh Apartments,,"['173741', '14755', '100040163', '36527', '15640']",6.95,APTGUIDE,Bozzuto Management,False,False,False,False,1249,99999,0,3,1,2,
37 Alberge Lane,Middle River,MD,21220,12195,True,"39.3476,-76.3826",False,,12195,Apartments,99999,921,3,1,2,1,0,[1097],Apartments/Maryland/Middle-River/12195,4433085557,,"['4297', '13064', '12186', '11814', '6683']",,,"[{'path': 'imgr/8a62762a87db636f24bc313d67e90bcd/', 'caption': None}]",,Whispering Woods Apartments,,"['10591', '20082', '184520', '20697', '190694']",no_value_available,APTGUIDE,Westminster Management,True,False,True,False,921,99999,1,3,1,2,
2341 Dulles Station Blvd,Herndon,VA,20171,186760,True,"38.9564,-77.4184",False,,186760,Apartments,99999,1461,3,0,2,1,0,[951],Apartments/Virginia/Herndon/186760,5714212949,,"['12505', '12204', '100017095', '78948', '80857']",['McNair'],,"[{'path': 'imgr/d483f3d3eb54375da26944f856c08871/', 'caption': 'Refreshing Swimming Pool'}]",,Icon At Dulles Station Apartments,,"['12226', '15770', '100040797', '6429', '42010']",2.58,APTGUIDE,Gates Hudson and Associates,True,False,True,False,1461,99999,0,3,1,2,
20803 Wallingford Square,Sterling,VA,20165,6563,True,"39.0407,-77.3996",False,,6563,Apartments,99999,1395,3,1,3,1,0,[1351],Apartments/Virginia/Sterling/6563,5716123792,,"['186122', '12226', '12273', '3550', '186126']",,,"[{'path': 'imgr/339e8f68c7b55c613007bcdf268acb16/', 'caption': None}]",,Cascades Overlook Apartments,,"['100017095', '15770', '29398', '85635', '15599']",no_value_available,APTGUIDE,"Kettler Management, Inc.",True,False,True,False,1395,99999,1,3,1,3,
43805 Central Station Drive,Ashburn,VA,20147,180277,True,"39.0073,-77.4863",False,,180277,Apartments,99999,1410,2,0,2,1,0,[764],Apartments/Virginia/Ashburn/180277,7033483552,,"['85635', '29398', '186126', '3550', '12226']",,,"[{'path': 'imgr/8b78355e6f94b7c1c5e56fa049c92634/', 'caption': None}]",,BLVD Loudoun Station Apartments,,"['12273', '18772', '168756', '15599', '6563']",3.2,APTGUIDE,"Comstock Partners, LC",True,False,True,False,1410,99999,0,2,1,2,
4400 East West Highway,Bethesda,MD,20814,33882,True,"38.9849,-77.0899",False,,33882,Apartments,4069,1689,3,0,3,1,0,[1755],Apartments/Maryland/Bethesda/33882,3017604563,,"['29405', '100024454', '81005', '3626', '100028348']",,,"[{'path': 'imgr/fd49960c56692d3e4f3dc309d5c5c6a4/', 'caption': None}]",,Topaz House Apartments,,"['4100', '191160', '12154', '81004', '100027349']",20,APTGUIDE,"Rakusin & Becker Management, Inc.",True,False,True,False,1689,4069,0,3,1,3,
17041 Downing Street,Gaithersburg,MD,20877,6412,True,"39.1357,-77.2083",False,,6412,Apartments,2286,1072,4,1,2,1,1,[1130],Apartments/Maryland/Gaithersburg/6412,3012507213,,"['12104', '14251', '10370', '12164', '3621']",,,"[{'path': 'imgr/667559b4a47d66f44ef09a8a82f79e13/', 'caption': None}]",,Londonderry Apartments,,"['3671', '100013667', '10470', '100043448', '157464']",no_value_available,APTGUIDE,Kay Apartment Communities,False,False,False,False,1072,2286,1,4,1,2,
2000 N Adams St,Arlington,VA,22201,45868,True,"38.8962,-77.0893",False,,45868,Apartments,99999,1557,2,0,2,1,1,[976],Apartments/Virginia/Arlington/45868,7037228612,,"['3532', '100041827', '3648', '100015925', '100036840']","['North Arlington', 'North Highland']",,"[{'path': 'imgr/88f48383880beb40ba57481bf0db559d/', 'caption': None}]",,Park Adams Apartments,,"['100043572', '166775', '77769', '16598', '4190']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1557,99999,0,2,1,2,
2500 Wisconsin Ave NW,Washington,DC,20007,12335,True,"38.9229,-77.0737",False,,12335,Apartments,2300,1325,1,0,1,1,0,[800],Apartments/District-of-Columbia/Washington/12335,5714030917,,"['88577', '33876', '12218', '100027493', '81002']","['Northwest Washington', 'Glover Park']",,"[{'path': 'imgr/5fbc6a9d031cd7669f992ea83c8cb083/', 'caption': None}]",,Carillon House Apartments,,"['100013865', '47756', '100036840', '100037774', '6484']",16.03,APTGUIDE,The Donaldson Group,True,False,True,False,1325,2300,0,1,1,1,
18205 Lost Knife Circle,Gaithersburg,MD,20886,12164,True,"39.1565,-77.2022",False,,12164,Apartments,1875,1153,3,1,2,1,0,[1226],Apartments/Maryland/Gaithersburg/12164,2407514189,,"['3568', '6368', '4180', '14251', '10370']",,,"[{'path': 'imgr/1587f4b84cf75bcc780f0c7ed3f46002/', 'caption': None}]",,Cider Mill Apartments,,"['157464', '184156', '5614', '100029911', '87871']",no_value_available,APTGUIDE,"Grady Management, Inc.",True,False,True,False,1153,1875,1,3,1,2,
460 L Street NW,Washington,DC,20001,81367,True,"38.9034,-77.0177",False,,81367,Apartments,99999,1835,2,0,2,1,1,[783],Apartments/District-of-Columbia/Washington/81367,2028272779,,"['178766', '100023069', '15698', '88233', '100031679']","['Mount Vernon Square', 'Northwest Washington', 'Mount Vernon Triangle']",,"[{'path': 'imgr/b286fa83930aa68234c0249b97fbbeab/', 'caption': None}]",,Gables City Vista Apartments,,"['100028077', '100030766', '100038405', '100033290', '22443']",5.56,APTGUIDE,Gables Residential,False,False,False,False,1835,99999,0,2,1,2,
565 Pennsylvania Avenue NW,Washington,DC,20001,79241,True,"38.8932,-77.0198",False,,79241,Apartments,99999,1833,2,0,2,1,0,[1333],Apartments/District-of-Columbia/Washington/79241,2027591806,,"['23930', '88233', '100023069', '191251', '28224']","['Downtown-Penn Quarter-Chinatown', 'Northwest Washington', 'Judiciary Square']",,"[{'path': 'imgr/6c249148f0597be9cb8b6547128c4014/', 'caption': None}]",,Newseum Residences Apartments,,"['190177', '100032277', '189004', '90773', '178766']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1833,99999,0,2,1,2,
7816 Rolling View Lane,Springfield,VA,22153,12493,True,"38.7414,-77.2127",False,,12493,Apartments,99999,1689,2,1,2,1,1,[1012],Apartments/Virginia/Springfield/12493,7036394983,,"['77763', '186740', '58259', '186108', '100031060']",,,"[{'path': 'imgr/660bd04ec22fa89c4a04db3ecd1e6333/', 'caption': None}]",,Saratoga Square Apartments,,"['189586', '12268', '59422', '12176', '64532']",3.93,APTGUIDE,Van Metre Companies,True,False,True,False,1689,99999,1,2,1,2,
9408 Adelphi Rd,Adelphi,MD,20783,7334,True,"39.0092,-76.9764",False,,7334,Apartments,99999,1105,3,0,1,1,0,[900],Apartments/Maryland/Adelphi/7334,3017559861,,"['8842', '3552', '78621', '3639', '10333']",,,"[{'path': 'imgr/9ee491830cbb4e4fe1e772dd97e2d156/', 'caption': None}]",,The Gallery On New Hampshire Apartments,,"['3643', '43139', '100012801', '43884', '20944']",1.51,APTGUIDE,"Drucker & Falk, LLC",True,False,True,False,1105,99999,0,3,1,1,
250 American Way,Oxon Hill,MD,20745,100019122,True,"38.7842,-77.0139",False,,100019122,Apartments,99999,1907,3,0,2,1,0,[630],Apartments/Maryland/Oxon-Hill/100019122,3019659153,,"['14487', '10449', '84686', '78454', '14478']",,,"[{'path': 'imgr/a2e526fb3bd4ed6ac0c447d2085cb28b/', 'caption': None}]",,The Esplanade At National Harbor Apartments,,"['12262', '41738', '82332', '5601', '3569']",4.23,APTGUIDE,Bozzuto Management,False,False,False,False,1907,99999,0,3,1,2,
9600 Milestone Way,College Park,MD,20740,78530,True,"39.0237,-76.9261",False,,78530,Apartments,99999,1549,2,1,2,1,0,[758],Apartments/Maryland/College-Park/78530,3018308785,,"['12209', '10480', '81519', '3616', '8842']",,,"[{'path': 'imgr/dd68f4359e0e985d14a162682a3ffb23/', 'caption': None}]",,Camden College Park Apartments,,"['3754', '3634', '100027661', '186105', '4125']",20,APTGUIDE,,False,False,False,False,1549,99999,1,2,1,2,
4451 Telfair Blvd,Camp Springs,MD,20746,100023728,True,"38.8283,-76.9101",False,,100023728,Apartments,99999,1698,3,1,3,1,0,[1494],Apartments/Maryland/Camp-Springs/100023728,3018446398,,"['100037866', '160233', '82332', '3704', '14932']",,,"[{'path': 'imgr/b625f8a0d52bd8e26cc49d63d5d6e022/', 'caption': None}]",,Aspire Apollo Apartments,,"['188872', '3617', '11421', '34774', '173360']",6.12,APTGUIDE,Bozzuto Management,False,False,False,False,1698,99999,1,3,1,3,
13178 Larchdale Road,Laurel,MD,20708,175260,True,"39.07,-76.863",False,,175260,Apartments,99999,1290,3,1,2,1,0,[1289],Apartments/Maryland/Laurel/175260,2407057573,,"['12158', '3656', '187917', '18837', '100012801']",,,"[{'path': 'imgr/ad6669ec0bd5d44b1027e312a8ce653f/', 'caption': None}]",,Parke Laurel Apartment Homes,,"['48001', '11835', '45457', '13057', '13559']",10.37,APTGUIDE,Morgan Properties,False,False,False,False,1290,99999,1,3,1,2,
7903 Orion Circle,Laurel,MD,20724,46527,True,"39.1076,-76.7956",False,,46527,Apartments,99999,1585,3,1,2,1,0,[1860],Apartments/Maryland/Laurel/46527,2405471570,,"['100033157', '10453', '3635', '46163', '186120']",,,"[{'path': 'imgr/909546cf2b829396a57836e6533d1f9a/', 'caption': None}]",,Concord Park At Russett Apartments,,"['20717', '12495', '80512', '13559', '3694']",no_value_available,APTGUIDE,Highmark Residental,True,False,True,False,1585,99999,1,3,1,2,
103 Village Of Pine Court,Windsor Mill,MD,21244,4343,True,"39.3518,-76.7787",False,,4343,Apartments,1776,996,3,1,2,1,1,[2000],Apartments/Maryland/Windsor-Mill/4343,4438937580,,"['11804', '11805', '10638', '45204', '10595']",,,"[{'path': 'imgr/2841e5c773b1dbd6df39d0a184f9c1c9/', 'caption': None}]",,Village Of Pine Run Apartments,,"['6536', '22441', '18098', '4403', '4288']",10.25,APTGUIDE,"Apartment Services, Inc.",True,False,True,False,996,1776,1,3,1,2,
4301 Parkton St,Baltimore,MD,21229,7837,True,"39.2774,-76.6867",False,,7837,Apartments,1395,828,3,1,1,1,0,[946],Apartments/Maryland/Baltimore/7837,4438937484,,"['20865', '44347', '192337', '13721', '4407']","['Yale Heights', 'Southwestern Baltimore']",,"[{'path': 'imgr/f91155d9f53618c1eba166cf53e383c4/', 'caption': None}]",,College Gardens Apartments Townhouses,,"['100027486', '11895', '4347', '100029987', '176002']",1.11,APTGUIDE,"Regional Management, Inc.",True,False,True,False,828,1395,1,3,1,1,
8246 Church Lane Suite E,Windsor Mill,MD,21244,10595,True,"39.3611,-76.7625",False,,10595,Apartments,99999,930,3,0,2,1,1,[790],Apartments/Maryland/Windsor-Mill/10595,4438930106,,"['6536', '6529', '11805', '22441', '7041']",,,"[{'path': 'imgr/ca9d2cd5b0625e2a678a95d7324c6213/', 'caption': None}]",,Cedar Gardens Towers Apartments Townhomes,,"['10686', '4403', '12084', '100043558', '192934']",7.36,APTGUIDE,Morgan Properties,False,False,False,False,930,99999,0,3,1,2,
225 Galvariun Court,Pikesville,MD,21208,24297,True,"39.397,-76.7443",False,,24297,Apartments,99999,2020,3,1,2,1,1,[1834],Apartments/Maryland/Pikesville/24297,4438981359,,"['10587', '6513', '17547', '10744', '100029100']",,,"[{'path': 'imgr/da37094cfd65bccb14ee229a8f7e9ced/', 'caption': None}]",,The Residences At Waterstone Apartments,,"['4371', '4298', '190234', '47732', '6671']",1.55,APTGUIDE,Lincoln Property Company,True,False,True,False,2020,99999,1,3,1,2,
1 Eaglewood Road,Annapolis,MD,21403,10753,True,"38.9529,-76.4785",False,,10753,Apartments,99999,1423,3,1,2,1,0,[1055],Apartments/Maryland/Annapolis/10753,4433085558,,"['7781', '100030003', '100030269', '65217', '83146']",,,"[{'path': 'imgr/30f0ebe05883aeec7a450939f80206bf/', 'caption': None}]",,Annapolis Roads Apartments,,"['186096', '15288', '10954', '82513', '186098']",14.73,APTGUIDE,Westminster Management,True,False,True,False,1423,99999,1,3,1,2,
34 Dowling Circle,Baltimore,MD,21234,20958,True,"39.3788,-76.5754",False,,20958,Apartments,99999,975,2,1,1,1,0,[975],Apartments/Maryland/Baltimore/20958,4438932564,,"['185454', '169142', '21783', '10862', '100021126']",,,"[{'path': 'imgr/571904540f1a9e4e80525c3408a1502a/', 'caption': None}]",,Towson Crossing Apartment Homes,,"['16270', '30373', '7971', '11703', '11572']",8.98,APTGUIDE,Morgan Properties,False,False,True,False,975,99999,1,2,1,1,
8 Chapel Towne Circle,Baltimore,MD,21236,4302,True,"39.4107,-76.4635",False,,4302,Apartments,2113,1365,2,2,2,2,0,[1172],Apartments/Maryland/Baltimore/4302,4432192668,,"['100040163', '6552', '11684', '6542', '4306']",,,"[{'path': 'imgr/80bd9c64bdc01bd0de6e069d9961c3e0/', 'caption': None}]",,Chapel Valley Townhomes Apartments,,"['6539', '4397', '6574', '10871', '40496']",20,APTGUIDE,"Apartment Services, Inc.",True,False,True,False,1365,2113,2,2,2,2,
12055 Lee Jackson Memorial Hwy,Fairfax,VA,22033,186077,True,"38.8656,-77.3624",False,,186077,Apartments,1588,1588,0,0,1,1,0,[300],Apartments/Virginia/Fairfax/186077,7037769638,,"['186084', '186083', '12503', '12184', '192781']",['Fair Oaks'],,"[{'path': 'imgr/0f581ab4f0c848189a000dd7ec7e2f9d/', 'caption': None}]",,Furnished Studio Washington D C Fairfax Fair Oaks Mall Apartments,,"['100024012', '100027325', '3618', '100041346', '186079']",no_value_available,APTGUIDE,"ESA Management, LLC",True,False,False,False,1588,1588,0,0,1,1,
3110 10th Street N,Arlington,VA,22201,100032860,True,"38.8842,-77.0954",False,,100032860,Apartments,5947,1846,4,1,3,1,0,[1423],Apartments/Virginia/Arlington/100032860,5719894092,,"['21840', '3648', '3532', '82384', '47704']","['North Arlington', 'Lyon Park']",,"[{'path': 'imgr/3bfd470a9b39dca69260b35816d25332/', 'caption': None}]",,Ten At Clarendon Apartments,,"['165671', '12365', '22381', '100039193', '191186']",4.1,APTGUIDE,CRC Property Management LLC,False,False,False,False,1846,5947,1,4,1,3,
1550 Clarendon Blvd,Arlington,VA,22209,80324,True,"38.8936,-77.0759",False,,80324,Apartments,5670,3870,2,1,2,1,0,[1070],Apartments/Virginia/Arlington/80324,7039975201,,"['100042102', '155793', '28641']",['North Arlington'],,"[{'path': 'imgr/107d3aca4955ef5d9a7f73acad1b70ac/', 'caption': None}]",,Oakwood Residence Arlington Apartments,,,20,APTGUIDE,Oakwood Worldwide,False,False,False,False,3870,5670,1,2,1,2,
18832 Bent Willow Circle,Germantown,MD,20874,157464,True,"39.1658,-77.2617",False,,157464,Apartments,99999,1335,3,1,2,1,0,[950],Apartments/Maryland/Germantown/157464,2404087227,,"['3712', '3671', '21845', '100013667', '10470']",,,"[{'path': 'imgr/7ebdf3fb3978c2e0a93f21f4576d3245/', 'caption': None}]",,Cherry Knoll Apartments,,"['12164', '100021728', '28457', '19037', '100029911']",3.44,APTGUIDE,"Pinnacle Property Management Services, LLC",True,False,True,False,1335,99999,1,3,1,2,
1400 N Beauregard St,Alexandria,VA,22311,3535,True,"38.8279,-77.1268",False,,3535,Apartments,2683,1160,2,0,1,1,0,[940],Apartments/Virginia/Alexandria/3535,5713985342,,"['7507', '21235', '7462', '3584', '12289']","['Alexandria West', 'Beauregard']",,"[{'path': 'imgr/dbb3c8a12b5a9227cb21f99ac42bc0d8/', 'caption': None}]",,Brookdale At Mark Center Apartments,,"['12144', '100017614', '186068', '100021109', '3688']",5.11,APTGUIDE,Morgan Properties,False,False,True,False,1160,2683,0,2,1,1,
11141 Georgia Ave,Wheaton,MD,20902,100018984,True,"39.042,-77.0518",False,,100018984,Apartments,99999,1322,2,0,2,1,0,[634],Apartments/Maryland/Wheaton/100018984,3017546199,,"['80855', '44257', '5682', '25430', '14814']",,,"[{'path': 'imgr/4cbd96ef9420097d1c955e8820e60bba/', 'caption': None}]",,The George Apartments,,"['100034103', '78198', '3626', '4202', '4318']",7.94,APTGUIDE,Van Metre Companies,True,False,True,False,1322,99999,0,2,1,2,
1315 W ST NW,Washington,DC,20009,100018033,True,"38.9194,-77.0308",False,,100018033,Apartments,99999,2025,2,0,2,1,0,[723],Apartments/District-of-Columbia/Washington/100018033,2027345801,,"['86967', '100017012', '100019688', '100010069', '188793']","['Northwest Washington', 'U-Street']",,"[{'path': 'imgr/861bc5d7efa7f9eff1c7bd9c745f7918/', 'caption': None}]",,14 W Apartments,,"['178766', '192077', '173945', '90773', '191251']",20,APTGUIDE,Bozzuto Management,False,False,False,False,2025,99999,0,2,1,2,
3400 S Clark Street,Arlington,VA,22202,100040918,True,"38.8541,-77.0521",False,,100040918,Apartments,99999,1787,2,0,2,1,0,[1158],Apartments/Virginia/Arlington/100040918,7038793899,,"['12364', '77332', '6415', '77964', '100030688']","['Crystal City Shops', 'South Arlington']",,"[{'path': 'imgr/e7b460a16aea1ffbcd463401ef68bebd/', 'caption': None}]",,The Clark Apartments,,"['79177', '3648', '3532', '16598', '192098']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1787,99999,0,2,1,2,
